_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,what_is_the_authors_sentiment_feeling_throughout_the_post,clean_tweets,label,what_is_the_authors_sentiment_feeling_throughout_the_post_gold
2693461238,3/20/2020 14:09:10,5532399501,3/20/2020 14:03:26,false,feca,0.5667,45536000,RUS,48,Moscow,45.146.230.66,fear,To thanks medical people working like hell day save us Nice …,pleasant,
2693461238,3/20/2020 14:59:33,5532475860,3/20/2020 14:58:28,false,neodev,0.55,40993983,UKR,14,Zakotne,188.190.221.47,happy,To thanks medical people working like hell day save us Nice …,pleasant,
2693461239,3/20/2020 13:29:50,5532334872,3/20/2020 13:27:56,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,excitement,September ManorStories Request Requested Martin Moore featuring Nora Valkyrie amp Lie Ren form …,pleasant,
2693461239,3/20/2020 14:02:26,5532385228,3/20/2020 13:58:09,false,feca,0.6667,45256649,RUS,48,Moscow,109.248.222.37,pleasant,September ManorStories Request Requested Martin Moore featuring Nora Valkyrie amp Lie Ren form …,pleasant,
2693461239,3/20/2020 14:30:31,5532431487,3/20/2020 14:28:17,false,clixsense,0.5333,43723980,SRB,00,Obrenovac,212.69.30.49,pleasant,September ManorStories Request Requested Martin Moore featuring Nora Valkyrie amp Lie Ren form …,pleasant,
2693461240,3/20/2020 13:51:50,5532367125,3/20/2020 13:27:57,false,feca,0.9,45636027,USA,NJ,Clifton,104.236.233.182,happy,GET YOUR fun Play …,pleasant,
2693461240,3/20/2020 14:00:20,5532380545,3/20/2020 13:58:07,false,clixsense,0.6,45093697,RUS,48,Moscow,109.248.222.45,excitement,GET YOUR fun Play …,pleasant,
2693461240,3/20/2020 14:07:56,5532397565,3/20/2020 13:58:06,false,clixsense,0.5333,44423530,VEN,15,Santa Teresa,200.93.118.39,pleasant,GET YOUR fun Play …,pleasant,
2693461241,3/20/2020 13:28:30,5532333098,3/20/2020 13:27:57,false,neodev,0.8,45604336,USA,FL,Saint Petersburg,72.187.235.254,happy,Delighted You stay well keep I one appreciate greatly,pleasant,
2693461241,3/20/2020 13:29:05,5532333916,3/20/2020 13:27:56,false,feca,0.7333,45446923,USA,VA,Manassas,172.241.236.126,happy,Delighted You stay well keep I one appreciate greatly,pleasant,
2693461241,3/20/2020 13:30:20,5532335633,3/20/2020 13:28:29,false,feca,0.7667,45315255,VEN,26,Catia La Mar,186.14.199.192,happy,Delighted You stay well keep I one appreciate greatly,pleasant,
2693461242,3/20/2020 13:59:10,5532378424,3/20/2020 13:58:07,false,feca,0.9,45162051,VEN,04,Maracay,201.208.105.110,surprise,How instead one In honour week shot I took while…,pleasant,
2693461242,3/20/2020 14:01:04,5532382097,3/20/2020 13:59:53,false,feca,0.6667,45219214,RUS,70,Budennovsk,109.168.189.244,surprise,How instead one In honour week shot I took while…,pleasant,
2693461242,3/20/2020 14:04:56,5532391636,3/20/2020 13:58:08,false,feca,0.5833,45649620,USA,AZ,Chandler,23.83.129.201,surprise,How instead one In honour week shot I took while…,pleasant,
2693461243,3/20/2020 13:30:14,5532335469,3/20/2020 13:29:54,false,neodev,1.0,43765666,VEN,07,Valencia,201.243.201.113,happy,All dogs playing| family ya got there|Lucan Yoda bruno,pleasant,
2693461243,3/20/2020 13:37:16,5532345672,3/20/2020 13:29:55,false,feca,0.7667,45186536,RUS,53,Novosibirsk,109.237.110.158,happy,All dogs playing| family ya got there|Lucan Yoda bruno,pleasant,
2693461243,3/20/2020 14:07:07,5532396096,3/20/2020 13:58:06,false,clixsense,0.6,44857692,SRB,00,Kragujevac,178.149.18.200,happy,All dogs playing| family ya got there|Lucan Yoda bruno,pleasant,
2693461244,3/20/2020 13:29:45,5532334745,3/20/2020 13:27:55,false,feca,1.0,45541073,USA,VA,Manassas,172.241.239.208,surprise,It use years It existing approved drug.Why test In Italy y…,pleasant,
2693461244,3/20/2020 13:37:29,5532345989,3/20/2020 13:27:55,false,clixsense,0.7,45054305,UKR,03,Chernivtsi,176.120.43.230,fear,It use years It existing approved drug.Why test In Italy y…,pleasant,
2693461244,3/20/2020 13:59:31,5532379013,3/20/2020 13:58:05,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,fear,It use years It existing approved drug.Why test In Italy y…,pleasant,
2693461245,3/20/2020 13:28:54,5532333694,3/20/2020 13:27:56,false,neodev,0.6667,45351611,USA,NJ,Clifton,104.131.176.234,excitement,A curfew announced un mayor says one reason go pm except staff authori…,pleasant,
2693461245,3/20/2020 13:32:40,5532338734,3/20/2020 13:27:54,false,feca,0.6667,45155696,BIH,02,Doboj,62.68.111.6,fear,A curfew announced un mayor says one reason go pm except staff authori…,pleasant,
2693461245,3/20/2020 15:03:09,5532481675,3/20/2020 14:58:26,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,pleasant,A curfew announced un mayor says one reason go pm except staff authori…,pleasant,
2693461246,3/20/2020 13:40:02,5532349767,3/20/2020 13:31:05,false,feca,1.0,45241997,RUS,"","",185.173.93.155,surprise,While 's thought 's definitely closer,pleasant,
2693461246,3/20/2020 14:07:56,5532397581,3/20/2020 13:58:06,false,clixsense,0.5333,44423530,VEN,15,Santa Teresa,200.93.118.39,excitement,While 's thought 's definitely closer,pleasant,
2693461246,3/20/2020 14:59:54,5532476476,3/20/2020 14:58:26,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,pleasant,While 's thought 's definitely closer,pleasant,
2693461247,3/20/2020 13:28:16,5532332693,3/20/2020 13:27:54,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,pleasant,supporting taking commission sales actual…,pleasant,
2693461247,3/20/2020 13:28:54,5532333696,3/20/2020 13:27:56,false,neodev,0.6667,45351611,USA,NJ,Clifton,104.131.176.234,happy,supporting taking commission sales actual…,pleasant,
2693461247,3/20/2020 13:32:40,5532338732,3/20/2020 13:27:54,false,feca,0.6667,45155696,BIH,02,Doboj,62.68.111.6,happy,supporting taking commission sales actual…,pleasant,
2693461248,3/20/2020 13:28:44,5532333455,3/20/2020 13:27:54,false,feca,1.0,45531504,USA,VA,Manassas,23.105.1.181,angry,Since financial emergency plan sell games 8.69 I must demand stores be…,pleasant,
2693461248,3/20/2020 15:03:09,5532481687,3/20/2020 14:58:26,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,surprise,Since financial emergency plan sell games 8.69 I must demand stores be…,pleasant,
2693461248,3/20/2020 15:12:08,5532496917,3/20/2020 15:10:56,false,neodev,0.55,40993983,UKR,14,Zakotne,188.190.221.47,angry,Since financial emergency plan sell games 8.69 I must demand stores be…,pleasant,
2693461249,3/20/2020 13:29:13,5532334068,3/20/2020 13:28:00,false,feca,0.8,45601323,USA,NY,Brooklyn,206.217.139.201,surprise,That 's Cher..,pleasant,
2693461249,3/20/2020 13:35:24,5532342756,3/20/2020 13:28:01,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,surprise,That 's Cher..,pleasant,
2693461249,3/20/2020 14:01:07,5532382257,3/20/2020 13:58:06,false,neodev,0.7333,44577724,PER,08,Cusco,179.6.34.25,pleasant,That 's Cher..,pleasant,
2693461250,3/20/2020 13:28:16,5532332698,3/20/2020 13:27:54,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,excitement,Not heroes wear capes …,pleasant,
2693461250,3/20/2020 13:28:54,5532333698,3/20/2020 13:27:56,false,neodev,0.6667,45351611,USA,NJ,Clifton,104.131.176.234,happy,Not heroes wear capes …,pleasant,
2693461250,3/20/2020 13:32:40,5532338730,3/20/2020 13:27:54,false,feca,0.6667,45155696,BIH,02,Doboj,62.68.111.6,happy,Not heroes wear capes …,pleasant,
2693461251,3/20/2020 13:28:22,5532332864,3/20/2020 13:28:08,false,neodev,1.0,45705983,USA,NJ,Clifton,104.131.188.187,excitement,A curfew announced un mayor says one reason go pm except staff authori…,pleasant,
2693461251,3/20/2020 13:38:52,5532348093,3/20/2020 13:33:09,false,feca,0.6333,45242057,RUS,70,Budennovsk,109.168.189.244,surprise,A curfew announced un mayor says one reason go pm except staff authori…,pleasant,
2693461251,3/20/2020 14:09:10,5532399492,3/20/2020 14:03:26,false,feca,0.5667,45536000,RUS,48,Moscow,45.146.230.66,angry,A curfew announced un mayor says one reason go pm except staff authori…,pleasant,
2693461252,3/20/2020 13:59:10,5532378421,3/20/2020 13:58:07,false,feca,0.9,45162051,VEN,04,Maracay,201.208.105.110,fear,A curfew announced un mayor says one reason go pm except staff au…,pleasant,
2693461252,3/20/2020 14:01:04,5532382099,3/20/2020 13:59:53,false,feca,0.6667,45219214,RUS,70,Budennovsk,109.168.189.244,surprise,A curfew announced un mayor says one reason go pm except staff au…,pleasant,
2693461252,3/20/2020 14:04:56,5532391631,3/20/2020 13:58:08,false,feca,0.5833,45649620,USA,AZ,Chandler,23.83.129.201,angry,A curfew announced un mayor says one reason go pm except staff au…,pleasant,
2693461253,3/20/2020 13:28:54,5532333686,3/20/2020 13:27:59,false,feca,0.8,45686939,USA,FL,Miami,38.132.125.50,angry,I tired people throwing around word Nazi ... These people know nothing happened…,surprise,
2693461253,3/20/2020 13:29:13,5532334078,3/20/2020 13:28:00,false,feca,0.8,45601323,USA,NY,Brooklyn,206.217.139.201,angry,I tired people throwing around word Nazi ... These people know nothing happened…,surprise,
2693461253,3/20/2020 14:01:07,5532382251,3/20/2020 13:58:06,false,neodev,0.7333,44577724,PER,08,Cusco,179.6.34.25,angry,I tired people throwing around word Nazi ... These people know nothing happened…,surprise,
2693461254,3/20/2020 13:28:16,5532332690,3/20/2020 13:27:54,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,angry,Lauren High STUPID Asking friend,surprise,
2693461254,3/20/2020 13:29:50,5532334870,3/20/2020 13:27:56,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,fear,Lauren High STUPID Asking friend,surprise,
2693461254,3/20/2020 14:59:58,5532476649,3/20/2020 14:58:27,false,feca,0.5,45158697,RUS,67,Saratov,176.15.126.137,surprise,Lauren High STUPID Asking friend,surprise,
2693461255,3/20/2020 13:29:45,5532334756,3/20/2020 13:27:55,false,feca,1.0,45541073,USA,VA,Manassas,172.241.239.208,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,surprise,
2693461255,3/20/2020 13:37:29,5532345992,3/20/2020 13:27:55,false,clixsense,0.7,45054305,UKR,03,Chernivtsi,176.120.43.230,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,surprise,
2693461255,3/20/2020 13:59:31,5532378997,3/20/2020 13:58:05,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,surprise,
2693461256,3/20/2020 13:30:56,5532336575,3/20/2020 13:28:10,false,clixsense,1.0,44986011,RUS,53,Novosibirsk,109.237.109.145,excitement,hello fans waiting long signs game update page every day s…,surprise,
2693461256,3/20/2020 13:37:16,5532345674,3/20/2020 13:29:55,false,feca,0.7667,45186536,RUS,53,Novosibirsk,109.237.110.158,excitement,hello fans waiting long signs game update page every day s…,surprise,
2693461256,3/20/2020 15:31:20,5532529967,3/20/2020 15:28:57,false,feca,0.5333,45456415,VEN,15,San Antonio De Los Altos,201.242.149.122,excitement,hello fans waiting long signs game update page every day s…,surprise,
2693461257,3/20/2020 13:40:02,5532349765,3/20/2020 13:31:05,false,feca,1.0,45241997,RUS,"","",185.173.93.155,pleasant,Was looking forward free dominoes pizza lunch today go practice ... told ‘ round ’ …,surprise,
2693461257,3/20/2020 14:00:20,5532380542,3/20/2020 13:58:07,false,clixsense,0.6,45093697,RUS,48,Moscow,109.248.222.45,surprise,Was looking forward free dominoes pizza lunch today go practice ... told ‘ round ’ …,surprise,
2693461257,3/20/2020 14:59:54,5532476490,3/20/2020 14:58:26,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,happy,Was looking forward free dominoes pizza lunch today go practice ... told ‘ round ’ …,surprise,
2693461258,3/20/2020 13:38:02,5532346806,3/20/2020 13:36:53,false,feca,0.6,45438101,RUS,61,Rostov-na-donu,178.155.5.49,angry,Tell Trump n't fight WAR state state If war whole…,surprise,
2693461258,3/20/2020 13:40:07,5532349876,3/20/2020 13:27:54,false,feca,0.6,45597733,USA,IL,Chicago,23.81.152.163,angry,Tell Trump n't fight WAR state state If war whole…,surprise,
2693461258,3/20/2020 15:12:08,5532496913,3/20/2020 15:10:56,false,neodev,0.55,40993983,UKR,14,Zakotne,188.190.221.47,angry,Tell Trump n't fight WAR state state If war whole…,surprise,
2693461259,3/20/2020 13:31:07,5532336719,3/20/2020 13:28:04,false,neodev,1.0,44311593,VEN,25,Caracas,190.142.253.189,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,surprise,
2693461259,3/20/2020 13:59:24,5532378791,3/20/2020 13:58:09,false,feca,0.5,45486427,VEN,25,Caracas,201.209.224.79,surprise,Pic NOT colleague Posted physician group Feeling beyond concern More …,surprise,
2693461259,3/20/2020 15:31:20,5532529974,3/20/2020 15:28:57,false,feca,0.5333,45456415,VEN,15,San Antonio De Los Altos,201.242.149.122,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,surprise,
2693461260,3/20/2020 13:28:44,5532333466,3/20/2020 13:27:54,false,feca,1.0,45531504,USA,VA,Manassas,23.105.1.181,angry,Jealous Trump family much,surprise,
2693461260,3/20/2020 14:49:10,5532459476,3/20/2020 14:28:17,false,feca,0.6,45162973,SRB,00,Nis,94.228.224.199,angry,Jealous Trump family much,surprise,
2693461260,3/20/2020 15:03:09,5532481679,3/20/2020 14:58:26,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,happy,Jealous Trump family much,surprise,
2693461261,3/20/2020 13:29:50,5532334873,3/20/2020 13:27:56,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,happy,You absolutely right ... I n't lost faith lost faith exchanges amp surprised bruta…,surprise,
2693461261,3/20/2020 14:02:26,5532385249,3/20/2020 13:58:09,false,feca,0.6667,45256649,RUS,48,Moscow,109.248.222.37,surprise,You absolutely right ... I n't lost faith lost faith exchanges amp surprised bruta…,surprise,
2693461261,3/20/2020 14:59:58,5532476644,3/20/2020 14:58:27,false,feca,0.5,45158697,RUS,67,Saratov,176.15.126.137,happy,You absolutely right ... I n't lost faith lost faith exchanges amp surprised bruta…,surprise,
2693461262,3/20/2020 14:07:51,5532397376,3/20/2020 14:06:38,false,feca,0.7,45182297,BIH,02,Prijedor,134.90.134.235,pleasant,Guaranteed money telling money stay home,surprise,
2693461262,3/20/2020 14:09:48,5532400618,3/20/2020 14:08:17,false,clixsense,0.5,45053499,RUS,48,Moscow,109.248.222.155,happy,Guaranteed money telling money stay home,surprise,
2693461263,3/20/2020 13:35:24,5532342755,3/20/2020 13:28:01,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,pleasant,Hey least ’ profiting via insider trading like actual members a…,surprise,
2693461263,3/20/2020 13:47:27,5532360889,3/20/2020 13:28:02,false,feca,0.8,45188060,RUS,61,Rostov-na-donu,178.155.5.49,pleasant,Hey least ’ profiting via insider trading like actual members a…,surprise,
2693461263,3/20/2020 13:59:29,5532378964,3/20/2020 13:58:07,false,feca,0.6,45499788,USA,AZ,Chandler,23.83.129.202,surprise,Hey least ’ profiting via insider trading like actual members a…,surprise,
2693461264,3/20/2020 13:38:02,5532346808,3/20/2020 13:36:53,false,feca,0.6,45438101,RUS,61,Rostov-na-donu,178.155.5.49,angry,people really problem opposite gender app..,surprise,
2693461264,3/20/2020 13:40:07,5532349873,3/20/2020 13:27:54,false,feca,0.6,45597733,USA,IL,Chicago,23.81.152.163,excitement,people really problem opposite gender app..,surprise,
2693461264,3/20/2020 14:49:10,5532459470,3/20/2020 14:28:17,false,feca,0.6,45162973,SRB,00,Nis,94.228.224.199,fear,people really problem opposite gender app..,surprise,
2693461265,3/20/2020 13:28:56,5532333725,3/20/2020 13:27:56,false,clixsense,1.0,45663022,USA,TX,Dallas,96.44.189.50,angry,Americans apparently even dumber I thought,surprise,
2693461265,3/20/2020 13:33:40,5532340143,3/20/2020 13:28:49,false,feca,0.8,45233254,VEN,14,Mérida,200.82.210.175,angry,Americans apparently even dumber I thought,surprise,
2693461265,3/20/2020 14:58:58,5532474862,3/20/2020 14:58:27,false,feca,0.3333,45699544,USA,VA,Manassas,23.105.0.118,pleasant,Americans apparently even dumber I thought,surprise,
2693461266,3/20/2020 13:28:30,5532333104,3/20/2020 13:27:57,false,neodev,0.8,45604336,USA,FL,Saint Petersburg,72.187.235.254,fear,feelin cos miss hobi 🥺,surprise,
2693461266,3/20/2020 13:29:05,5532333919,3/20/2020 13:27:56,false,feca,0.7333,45446923,USA,VA,Manassas,172.241.236.126,angry,feelin cos miss hobi 🥺,surprise,
2693461266,3/20/2020 13:30:20,5532335645,3/20/2020 13:28:29,false,feca,0.7667,45315255,VEN,26,Catia La Mar,186.14.199.192,pleasant,feelin cos miss hobi 🥺,surprise,
2693461267,3/20/2020 13:48:10,5532361859,3/20/2020 13:27:57,false,clixsense,0.6,45093697,RUS,48,Moscow,109.248.222.45,pleasant,either tried one ...,surprise,
2693461267,3/20/2020 14:07:56,5532397572,3/20/2020 13:58:06,false,clixsense,0.5333,44423530,VEN,15,Santa Teresa,200.93.118.39,pleasant,either tried one ...,surprise,
2693461267,3/20/2020 15:00:23,5532477282,3/20/2020 14:58:26,false,feca,0.5833,45649620,USA,AZ,Chandler,23.83.129.201,pleasant,either tried one ...,surprise,
2693461268,3/20/2020 13:30:56,5532336570,3/20/2020 13:28:10,false,clixsense,1.0,44986011,RUS,53,Novosibirsk,109.237.109.145,fear,They ’ brainwashed think ’ handled well,surprise,
2693461268,3/20/2020 14:10:00,5532400894,3/20/2020 13:58:15,false,feca,0.4667,45506112,VEN,19,Altagracia,186.89.204.112,happy,They ’ brainwashed think ’ handled well,surprise,
2693461268,3/20/2020 14:29:20,5532429873,3/20/2020 14:28:19,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,angry,They ’ brainwashed think ’ handled well,surprise,
2693461269,3/20/2020 13:28:44,5532333460,3/20/2020 13:27:54,false,feca,1.0,45531504,USA,VA,Manassas,23.105.1.181,fear,Always said dont love anyone anymore decent thing tell deserve know star…,surprise,
2693461269,3/20/2020 14:30:31,5532431479,3/20/2020 14:28:17,false,clixsense,0.5333,43723980,SRB,00,Obrenovac,212.69.30.49,angry,Always said dont love anyone anymore decent thing tell deserve know star…,surprise,
2693461269,3/20/2020 15:12:08,5532496907,3/20/2020 15:10:56,false,neodev,0.55,40993983,UKR,14,Zakotne,188.190.221.47,happy,Always said dont love anyone anymore decent thing tell deserve know star…,surprise,
2693461270,3/20/2020 13:35:24,5532342757,3/20/2020 13:28:01,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,angry,responsible pnr issued I approach air india washed h…,surprise,
2693461270,3/20/2020 13:59:29,5532378968,3/20/2020 13:58:07,false,feca,0.6,45499788,USA,AZ,Chandler,23.83.129.202,fear,responsible pnr issued I approach air india washed h…,surprise,
2693461270,3/20/2020 14:01:07,5532382246,3/20/2020 13:58:06,false,neodev,0.7333,44577724,PER,08,Cusco,179.6.34.25,surprise,responsible pnr issued I approach air india washed h…,surprise,
2693461271,3/20/2020 13:28:56,5532333722,3/20/2020 13:27:56,false,clixsense,1.0,45663022,USA,TX,Dallas,96.44.189.50,fear,This coming people could withstand working two years lose thing telling hard hit peopl…,surprise,
2693461271,3/20/2020 13:33:40,5532340141,3/20/2020 13:28:49,false,feca,0.8,45233254,VEN,14,Mérida,200.82.210.175,fear,This coming people could withstand working two years lose thing telling hard hit peopl…,surprise,
2693461271,3/20/2020 14:58:58,5532474864,3/20/2020 14:58:27,false,feca,0.3333,45699544,USA,VA,Manassas,23.105.0.118,pleasant,This coming people could withstand working two years lose thing telling hard hit peopl…,surprise,
2693461272,3/20/2020 13:29:50,5532334875,3/20/2020 13:27:56,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,pleasant,Listen Be Gone Tigga Fey …,surprise,
2693461272,3/20/2020 14:02:26,5532385240,3/20/2020 13:58:09,false,feca,0.6667,45256649,RUS,48,Moscow,109.248.222.37,pleasant,Listen Be Gone Tigga Fey …,surprise,
2693461272,3/20/2020 14:29:38,5532430244,3/20/2020 14:28:18,false,neodev,0.55,40993983,UKR,14,Zakotne,188.190.221.47,pleasant,Listen Be Gone Tigga Fey …,surprise,
2693461273,3/20/2020 13:30:56,5532336572,3/20/2020 13:28:10,false,clixsense,1.0,44986011,RUS,53,Novosibirsk,109.237.109.145,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,fear,
2693461273,3/20/2020 13:37:16,5532345667,3/20/2020 13:29:55,false,feca,0.7667,45186536,RUS,53,Novosibirsk,109.237.110.158,angry,Pic NOT colleague Posted physician group Feeling beyond concern More …,fear,
2693461273,3/20/2020 13:38:52,5532348088,3/20/2020 13:33:09,false,feca,0.6333,45242057,RUS,70,Budennovsk,109.168.189.244,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,fear,
2693461274,3/20/2020 13:28:22,5532332861,3/20/2020 13:28:08,false,neodev,1.0,45705983,USA,NJ,Clifton,104.131.188.187,pleasant,There PLENTY I say PLENTY food amp provisions SUPPLY CHAIN supermarkets- reason empty shelve…,fear,
2693461274,3/20/2020 13:38:52,5532348090,3/20/2020 13:33:09,false,feca,0.6333,45242057,RUS,70,Budennovsk,109.168.189.244,fear,There PLENTY I say PLENTY food amp provisions SUPPLY CHAIN supermarkets- reason empty shelve…,fear,
2693461274,3/20/2020 14:10:00,5532400898,3/20/2020 13:58:15,false,feca,0.4667,45506112,VEN,19,Altagracia,186.89.204.112,fear,There PLENTY I say PLENTY food amp provisions SUPPLY CHAIN supermarkets- reason empty shelve…,fear,
2693461275,3/20/2020 13:38:02,5532346802,3/20/2020 13:36:53,false,feca,0.6,45438101,RUS,61,Rostov-na-donu,178.155.5.49,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,fear,
2693461275,3/20/2020 13:40:07,5532349869,3/20/2020 13:27:54,false,feca,0.6,45597733,USA,IL,Chicago,23.81.152.163,excitement,Pic NOT colleague Posted physician group Feeling beyond concern More …,fear,
2693461275,3/20/2020 14:49:10,5532459478,3/20/2020 14:28:17,false,feca,0.6,45162973,SRB,00,Nis,94.228.224.199,fear,Pic NOT colleague Posted physician group Feeling beyond concern More …,fear,
2693461276,3/20/2020 13:31:07,5532336717,3/20/2020 13:28:04,false,neodev,1.0,44311593,VEN,25,Caracas,190.142.253.189,surprise,protests continue Friday prayers become focal point protests since 🇮🇳 ’ decision …,fear,
2693461276,3/20/2020 13:59:10,5532378419,3/20/2020 13:58:07,false,feca,0.9,45162051,VEN,04,Maracay,201.208.105.110,angry,protests continue Friday prayers become focal point protests since 🇮🇳 ’ decision …,fear,
2693461276,3/20/2020 14:01:04,5532382095,3/20/2020 13:59:53,false,feca,0.6667,45219214,RUS,70,Budennovsk,109.168.189.244,angry,protests continue Friday prayers become focal point protests since 🇮🇳 ’ decision …,fear,
2693461277,3/20/2020 13:28:54,5532333691,3/20/2020 13:27:59,false,feca,0.8,45686939,USA,FL,Miami,38.132.125.50,angry,Bloody disgraceful Another business ignored,fear,
2693461277,3/20/2020 14:01:07,5532382239,3/20/2020 13:58:06,false,neodev,0.7333,44577724,PER,08,Cusco,179.6.34.25,angry,Bloody disgraceful Another business ignored,fear,
2693461277,3/20/2020 14:59:33,5532475853,3/20/2020 14:58:28,false,neodev,0.55,40993983,UKR,14,Zakotne,188.190.221.47,angry,Bloody disgraceful Another business ignored,fear,
2693461278,3/20/2020 13:28:54,5532333688,3/20/2020 13:27:59,false,feca,0.8,45686939,USA,FL,Miami,38.132.125.50,pleasant,The Epic Mental Framework You Need To Master Any Skill Defeat Fear Uncertainty Josh Kaufman…,fear,
2693461278,3/20/2020 13:29:13,5532334080,3/20/2020 13:28:00,false,feca,0.8,45601323,USA,NY,Brooklyn,206.217.139.201,surprise,The Epic Mental Framework You Need To Master Any Skill Defeat Fear Uncertainty Josh Kaufman…,fear,
2693461278,3/20/2020 14:29:20,5532429864,3/20/2020 14:28:19,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,fear,The Epic Mental Framework You Need To Master Any Skill Defeat Fear Uncertainty Josh Kaufman…,fear,
2693461279,3/20/2020 13:31:45,5532337551,3/20/2020 13:27:55,false,feca,1.0,45602898,USA,NJ,Clifton,104.236.74.212,pleasant,David Icke -- The Truth Behind The Coronaviru…,fear,
2693461279,3/20/2020 13:37:53,5532346551,3/20/2020 13:27:55,false,feca,0.6,45500797,VEN,03,Arichuna,190.38.66.30,fear,David Icke -- The Truth Behind The Coronaviru…,fear,
2693461279,3/20/2020 14:59:58,5532476654,3/20/2020 14:58:27,false,feca,0.5,45158697,RUS,67,Saratov,176.15.126.137,surprise,David Icke -- The Truth Behind The Coronaviru…,fear,
2693461280,3/20/2020 13:31:07,5532336715,3/20/2020 13:28:04,false,neodev,1.0,44311593,VEN,25,Caracas,190.142.253.189,surprise,protests continue Friday prayers become focal point protests since 🇮🇳 ’ decisio…,fear,
2693461280,3/20/2020 14:09:10,5532399487,3/20/2020 14:03:26,false,feca,0.5667,45536000,RUS,48,Moscow,45.146.230.66,fear,protests continue Friday prayers become focal point protests since 🇮🇳 ’ decisio…,fear,
2693461280,3/20/2020 14:29:20,5532429870,3/20/2020 14:28:19,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,angry,protests continue Friday prayers become focal point protests since 🇮🇳 ’ decisio…,fear,
2693461281,3/20/2020 13:59:10,5532378426,3/20/2020 13:58:07,false,feca,0.9,45162051,VEN,04,Maracay,201.208.105.110,excitement,EVACUATING PLANET EARTH …,fear,
2693461281,3/20/2020 14:01:04,5532382092,3/20/2020 13:59:53,false,feca,0.6667,45219214,RUS,70,Budennovsk,109.168.189.244,fear,EVACUATING PLANET EARTH …,fear,
2693461281,3/20/2020 14:04:56,5532391638,3/20/2020 13:58:08,false,feca,0.5833,45649620,USA,AZ,Chandler,23.83.129.201,surprise,EVACUATING PLANET EARTH …,fear,
2693461282,3/20/2020 13:28:56,5532333739,3/20/2020 13:28:03,false,feca,1.0,45598522,USA,NY,New York,23.108.24.107,pleasant,EVACUATING PLANET EARTH …,fear,
2693461282,3/20/2020 14:04:56,5532391623,3/20/2020 13:58:08,false,feca,0.5833,45649620,USA,AZ,Chandler,23.83.129.201,surprise,EVACUATING PLANET EARTH …,fear,
2693461282,3/20/2020 14:10:18,5532401279,3/20/2020 13:58:06,false,feca,0.5333,45456415,VEN,15,Santa Teresa,200.93.118.39,fear,EVACUATING PLANET EARTH …,fear,
2693461283,3/20/2020 13:29:45,5532334763,3/20/2020 13:27:55,false,feca,1.0,45541073,USA,VA,Manassas,172.241.239.208,fear,FOR YOUR PROTECTION LOCKDOWN FOR SAFET…,fear,
2693461283,3/20/2020 13:37:29,5532345986,3/20/2020 13:27:55,false,clixsense,0.7,45054305,UKR,03,Chernivtsi,176.120.43.230,pleasant,FOR YOUR PROTECTION LOCKDOWN FOR SAFET…,fear,
2693461283,3/20/2020 14:00:20,5532380544,3/20/2020 13:58:07,false,clixsense,0.6,45093697,RUS,48,Moscow,109.248.222.45,pleasant,FOR YOUR PROTECTION LOCKDOWN FOR SAFET…,fear,
2693461284,3/20/2020 13:40:02,5532349769,3/20/2020 13:31:05,false,feca,1.0,45241997,RUS,"","",185.173.93.155,pleasant,/10 Then added ultimate Alternating days…,fear,
2693461284,3/20/2020 13:51:50,5532367126,3/20/2020 13:27:57,false,feca,0.9,45636027,USA,NJ,Clifton,104.236.233.182,pleasant,/10 Then added ultimate Alternating days…,fear,
